baseline,sv-21,"Din nya mailadress är olle.a@nyttjobb.se. Din adress på jobbet är Huvudkontoret, Box 55, 123 45 Solna. Detta gäller från nästa vecka! Frågor? Kontakta Olle Andersson (400810 0000) på mobil 070-876 54 32. Välkommen till teamet!",5,4,3,
baseline,sv-22,"Ny HR-kontakt är Sara Björkman. Du når henne via mail sara.bjorkman@hr.org. Vårt kontor ligger i Stockholm, Drottninggatan 1, 111 51 Sthlm. Sara har semester v. 30 men är annars tillgänglig. Telefon: 08-765 43 21.",4,4,4,
baseline,sv-23,"Angående ditt medborgarskapsärende. Ring handläggare Kalle Söder 040334455 och ange ditt p-nr 8812246767. Vi bekräftar din adress: Postbox 900, 201 20 Malmö. Ärendet avslutas 2026-01-01. OBS: snabb respons uppskattas.",4,4,4,
baseline,sv-24,"Beställning av kontorsmaterial, Lena Karlsson. Ordernummer: 13579. Leverans till: Kungsgatan 5, Göteborg. Datum: 2025-12-01. Frågor? Ring 031 123 456 eller maila lena.karlsson@inkop.nu (svarar snabbt!). Personnummer: 800303-1234.",5,5,5,
baseline,sv-25,"Inloggningsuppgifter till studentportalen har återställts. Nya uppgifter skickas till kalle.hansson@home.se. Om mailet inte kommer, ring IT-helpdesk på 077 101 01 01. Ditt student-ID är 9508151020. Hälsningar från Kalle Hansson själv.",4,3,3,
baseline,sv-26,"Patient: Olle Blom (670101-7890). Utskriven: 2025-11-20. Medicin: Alvedon. Hemadress: Lillåvägen 5, 702 00 Örebro. Ring ssk Kalle Kvist vid frågor på tel +46 70 099 88 77. Akut mail: info@kliniken.se. Vi svarar dygnet runt.",6,5,5,
baseline,sv-27,"Reseavdrag: Skicka kvitton till ekonomin. Handläggare: Sara Bäckström. Kontakta henne på sara.b@bolaget.se. Obs! Gäller endast adr: Långholmsgatan 10, 117 00 Stockholm. Hennes p-nr: 770707-1234. Ring Sara vid brådskande frågor.",4,4,3,
baseline,sv-28,"Viktigt! Uppdatera folkbokföringsadressen hos Skatteverket. Gäller särskilt för Olle Nilsson (p-nr 7007071234) som flyttat till Lilla Fiskaregatan 2, 222 22 Lund. Vid frågor, ring oss på 0771-700700. Det är viktigt att uppgifterna är korrekta.",4,4,4,
baseline,sv-29,"Kontraktsförslag skickat till Anna Holmqvist, anna.h@mail.com. Gäller tjänst som projektledare. Organisation: 7788990011. För info, ring 040-555 55 55. Vi behöver svar senast mars 2026. Obs: Anställning är i Malmö.",4,4,3,
baseline,sv-30,"Leverans av patientutrustning. Adress: Vårdcentralen Väst, Västra Hamngatan 4, 411 00 Göteborg. Kontaktperson: Johan Larsson. Tel: 073-7776655. Leverans före tisdag kl. 10.00. Vi skickar en bekräftelse via mail till Johan.",3,3,2,
baseline,sv-31,Nytt utbetalningskonto: 9999-12 345 678-0. Gäller för Lena Jonsson. Vi vill se en kopia på legitimation som visar p-nr 550505 8888. Skicka allt till ekonomi@huvudkontor.se. Ring 08 223344 för frågor (det är viktigt!).,4,4,4,
